cellId,moduleId,topology,seriesCount,parallelCount,cycle,time,current,voltage,temperature,internalResistanceMOhm,capacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,dataProvenance,measurementScope
C008,M1,96S1P,96,1,25,3600,99.3708,3.1952,30.6,0.44534,99.3708,0.0,0.974223,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,25,0,99.3885,3.4156,28.6,0.44631,99.3885,100.0,0.974397,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,25,1800,99.3885,3.3056,29.5,0.44631,99.3885,50.0,0.974397,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C009,M1,96S1P,96,1,25,3600,99.3885,3.1956,30.4,0.44631,99.3885,0.0,0.974397,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,25,0,99.5131,3.4157,28.6,0.44697,99.5131,100.0,0.975618,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,25,1800,99.5131,3.3057,29.5,0.44697,99.5131,50.0,0.975618,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C010,M1,96S1P,96,1,25,3600,99.5131,3.1957,30.4,0.44697,99.5131,0.0,0.975618,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,25,0,99.5308,3.4159,28.8,0.44794,99.5308,100.0,0.975792,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,25,1800,99.5308,3.3059,29.7,0.44794,99.5308,50.0,0.975792,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C011,M1,96S1P,96,1,25,3600,99.5308,3.1959,30.6,0.44794,99.5308,0.0,0.975792,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,25,0,99.5388,3.4158,29.2,0.44792,99.5388,100.0,0.975871,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,25,1800,99.5388,3.3058,30.1,0.44792,99.5388,50.0,0.975871,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C012,M1,96S1P,96,1,25,3600,99.5388,3.1958,31.0,0.44792,99.5388,0.0,0.975871,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,25,0,99.5077,3.4168,29.9,0.45308,99.5077,100.0,0.975565,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,25,1800,99.5077,3.3068,30.8,0.45308,99.5077,50.0,0.975565,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C013,M2,96S1P,96,1,25,3600,99.5077,3.1968,31.7,0.45308,99.5077,0.0,0.975565,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,25,0,99.5058,3.4165,30.2,0.45309,99.5058,100.0,0.975547,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,25,1800,99.5058,3.3065,31.1,0.45309,99.5058,50.0,0.975547,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C014,M2,96S1P,96,1,25,3600,99.5058,3.1965,32.0,0.45309,99.5058,0.0,0.975547,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,25,0,99.6109,3.4161,30.4,0.45279,99.6109,100.0,0.976577,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,25,1800,99.6109,3.3061,31.3,0.45279,99.6109,50.0,0.976577,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C015,M2,96S1P,96,1,25,3600,99.6109,3.1961,32.2,0.45279,99.6109,0.0,0.976577,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,25,0,99.5993,3.4156,30.3,0.45282,99.5993,100.0,0.976464,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,25,1800,99.5993,3.3056,31.2,0.45282,99.5993,50.0,0.976464,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C016,M2,96S1P,96,1,25,3600,99.5993,3.1956,32.1,0.45282,99.5993,0.0,0.976464,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,25,0,99.5779,3.377,30.0,0.45187,99.5779,100.0,0.976254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,25,1800,99.5779,3.267,30.9,0.45187,99.5779,50.0,0.976254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C017,M2,96S1P,96,1,25,3600,99.5779,3.157,31.8,0.45187,99.5779,0.0,0.976254,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,25,0,99.5565,3.4143,29.7,0.45091,99.5565,100.0,0.976045,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,25,1800,99.5565,3.3043,30.6,0.45091,99.5565,50.0,0.976045,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C018,M2,96S1P,96,1,25,3600,99.5565,3.1943,31.5,0.45091,99.5565,0.0,0.976045,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,25,0,99.5254,3.4136,29.3,0.44999,99.5254,100.0,0.975739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,25,1800,99.5254,3.3036,30.2,0.44999,99.5254,50.0,0.975739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C019,M2,96S1P,96,1,25,3600,99.5254,3.1936,31.1,0.44999,99.5254,0.0,0.975739,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,25,0,99.6011,3.4128,29.0,0.44876,99.6011,100.0,0.976482,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,25,1800,99.6011,3.3028,29.9,0.44876,99.6011,50.0,0.976482,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C020,M2,96S1P,96,1,25,3600,99.6011,3.1928,30.8,0.44876,99.6011,0.0,0.976482,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,25,0,99.5602,3.4119,28.8,0.44786,99.5602,100.0,0.97608,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,25,1800,99.5602,3.3019,29.7,0.44786,99.5602,50.0,0.97608,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C021,M2,96S1P,96,1,25,3600,99.5602,3.1919,30.6,0.44786,99.5602,0.0,0.97608,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,25,0,99.5192,3.4111,28.8,0.44696,99.5192,100.0,0.975679,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,25,1800,99.5192,3.3011,29.7,0.44696,99.5192,50.0,0.975679,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C022,M2,96S1P,96,1,25,3600,99.5192,3.1911,30.6,0.44696,99.5192,0.0,0.975679,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,25,0,99.4685,3.4101,29.0,0.44507,99.4685,100.0,0.975182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,25,1800,99.4685,3.3001,29.9,0.44507,99.4685,50.0,0.975182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C023,M2,96S1P,96,1,25,3600,99.4685,3.1901,30.8,0.44507,99.4685,0.0,0.975182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,25,0,99.4081,3.4093,29.3,0.4432,99.4081,100.0,0.974589,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,25,1800,99.4081,3.2993,30.2,0.4432,99.4081,50.0,0.974589,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C024,M2,96S1P,96,1,25,3600,99.4081,3.1893,31.1,0.4432,99.4081,0.0,0.974589,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,25,0,99.4152,3.4097,30.1,0.44521,99.4152,100.0,0.974659,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,25,1800,99.4152,3.2997,31.0,0.44521,99.4152,50.0,0.974659,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C025,M3,96S1P,96,1,25,3600,99.4152,3.1897,31.9,0.44521,99.4152,0.0,0.974659,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C026,M3,96S1P,96,1,25,0,99.3548,3.4088,30.4,0.44437,99.3548,100.0,0.974066,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C026,M3,96S1P,96,1,25,1800,99.3548,3.2988,31.3,0.44437,99.3548,50.0,0.974066,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C026,M3,96S1P,96,1,25,3600,99.3548,3.1888,32.2,0.44437,99.3548,0.0,0.974066,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C027,M3,96S1P,96,1,25,0,99.2845,3.4082,30.5,0.44253,99.2845,100.0,0.973378,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C027,M3,96S1P,96,1,25,1800,99.2845,3.2982,31.4,0.44253,99.2845,50.0,0.973378,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C027,M3,96S1P,96,1,25,3600,99.2845,3.1882,32.3,0.44253,99.2845,0.0,0.973378,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C028,M3,96S1P,96,1,25,0,99.2143,3.4075,30.5,0.44069,99.2143,100.0,0.972689,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C028,M3,96S1P,96,1,25,1800,99.2143,3.2975,31.4,0.44069,99.2143,50.0,0.972689,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C028,M3,96S1P,96,1,25,3600,99.2143,3.1875,32.3,0.44069,99.2143,0.0,0.972689,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C029,M3,96S1P,96,1,25,0,99.1441,3.4069,30.2,0.43884,99.1441,100.0,0.972001,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C029,M3,96S1P,96,1,25,1800,99.1441,3.2969,31.1,0.43884,99.1441,50.0,0.972001,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C029,M3,96S1P,96,1,25,3600,99.1441,3.1869,32.0,0.43884,99.1441,0.0,0.972001,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C030,M3,96S1P,96,1,25,0,99.1706,3.4065,29.9,0.43674,99.1706,100.0,0.972261,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C030,M3,96S1P,96,1,25,1800,99.1706,3.2965,30.8,0.43674,99.1706,50.0,0.972261,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C030,M3,96S1P,96,1,25,3600,99.1706,3.1865,31.7,0.43674,99.1706,0.0,0.972261,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C031,M3,96S1P,96,1,25,0,99.0906,3.4061,29.5,0.43492,99.0906,100.0,0.971477,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C031,M3,96S1P,96,1,25,1800,99.0906,3.2961,30.4,0.43492,99.0906,50.0,0.971477,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C031,M3,96S1P,96,1,25,3600,99.0906,3.1861,31.3,0.43492,99.0906,0.0,0.971477,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C032,M3,96S1P,96,1,25,0,99.0107,3.406,29.1,0.4331,99.0107,100.0,0.970693,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C032,M3,96S1P,96,1,25,1800,99.0107,3.296,30.0,0.4331,99.0107,50.0,0.970693,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C032,M3,96S1P,96,1,25,3600,99.0107,3.186,30.9,0.4331,99.0107,0.0,0.970693,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C033,M3,96S1P,96,1,25,0,98.9308,3.4058,29.001,0.43127,98.9308,100.0,0.969909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C033,M3,96S1P,96,1,25,1800,98.9308,3.2958,29.901,0.43127,98.9308,50.0,0.969909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C033,M3,96S1P,96,1,25,3600,98.9308,3.1858,30.801,0.43127,98.9308,0.0,0.969909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C034,M3,96S1P,96,1,25,0,98.8509,3.4058,29.005,0.42945,98.8509,100.0,0.969126,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C034,M3,96S1P,96,1,25,1800,98.8509,3.2958,29.905,0.42945,98.8509,50.0,0.969126,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C034,M3,96S1P,96,1,25,3600,98.8509,3.1858,30.805,0.42945,98.8509,0.0,0.969126,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C035,M3,96S1P,96,1,25,0,98.8673,3.4059,29.204,0.42838,98.8673,100.0,0.969287,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C035,M3,96S1P,96,1,25,1800,98.8673,3.2959,30.104,0.42838,98.8673,50.0,0.969287,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C035,M3,96S1P,96,1,25,3600,98.8673,3.1859,31.004,0.42838,98.8673,0.0,0.969287,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C036,M3,96S1P,96,1,25,0,98.7874,3.4062,29.509,0.42656,98.7874,100.0,0.968504,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C036,M3,96S1P,96,1,25,1800,98.7874,3.2962,30.409,0.42656,98.7874,50.0,0.968504,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C036,M3,96S1P,96,1,25,3600,98.7874,3.1862,31.309,0.42656,98.7874,0.0,0.968504,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C037,M4,96S1P,96,1,25,0,98.6684,3.4078,30.316,0.42994,98.6684,100.0,0.967337,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C037,M4,96S1P,96,1,25,1800,98.6684,3.2978,31.216,0.42994,98.6684,50.0,0.967337,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C037,M4,96S1P,96,1,25,3600,98.6684,3.1878,32.116,0.42994,98.6684,0.0,0.967337,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C038,M4,96S1P,96,1,25,0,98.5788,3.4082,30.621,0.42916,98.5788,100.0,0.966459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C038,M4,96S1P,96,1,25,1800,98.5788,3.2982,31.521,0.42916,98.5788,50.0,0.966459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C038,M4,96S1P,96,1,25,3600,98.5788,3.1882,32.421,0.42916,98.5788,0.0,0.966459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C039,M4,96S1P,96,1,25,0,98.4989,3.4088,30.726,0.42835,98.4989,100.0,0.965676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C039,M4,96S1P,96,1,25,1800,98.4989,3.2988,31.626,0.42835,98.4989,50.0,0.965676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C039,M4,96S1P,96,1,25,3600,98.4989,3.1888,32.526,0.42835,98.4989,0.0,0.965676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C040,M4,96S1P,96,1,25,0,98.5347,3.4095,30.624,0.42825,98.5347,100.0,0.966026,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C040,M4,96S1P,96,1,25,1800,98.5347,3.2995,31.524,0.42825,98.5347,50.0,0.966026,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C040,M4,96S1P,96,1,25,3600,98.5347,3.1895,32.424,0.42825,98.5347,0.0,0.966026,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C041,M4,96S1P,96,1,25,0,98.4548,3.4101,30.429,0.42744,98.4548,100.0,0.965243,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C041,M4,96S1P,96,1,25,1800,98.4548,3.3001,31.329,0.42744,98.4548,50.0,0.965243,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C041,M4,96S1P,96,1,25,3600,98.4548,3.1901,32.229,0.42744,98.4548,0.0,0.965243,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C042,M4,96S1P,96,1,25,0,98.3848,3.4109,30.033,0.42763,98.3848,100.0,0.964557,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C042,M4,96S1P,96,1,25,1800,98.3848,3.3009,30.933,0.42763,98.3848,50.0,0.964557,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C042,M4,96S1P,96,1,25,3600,98.3848,3.1909,31.833,0.42763,98.3848,0.0,0.964557,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C043,M4,96S1P,96,1,25,0,98.3148,3.3737,29.637,0.5404,98.3148,100.0,0.96387,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C043,M4,96S1P,96,1,25,1800,98.3148,3.2637,30.537,0.5404,98.3148,50.0,0.96387,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C043,M4,96S1P,96,1,25,3600,98.3148,3.1537,31.437,0.5404,98.3148,0.0,0.96387,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C044,M4,96S1P,96,1,25,0,98.2546,3.4125,29.34,0.42798,98.2546,100.0,0.96328,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C044,M4,96S1P,96,1,25,1800,98.2546,3.3025,30.24,0.42798,98.2546,50.0,0.96328,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C044,M4,96S1P,96,1,25,3600,98.2546,3.1925,31.14,0.42798,98.2546,0.0,0.96328,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C045,M4,96S1P,96,1,25,0,98.2998,3.4134,29.138,0.42888,98.2998,100.0,0.963724,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C045,M4,96S1P,96,1,25,1800,98.2998,3.3034,30.038,0.42888,98.2998,50.0,0.963724,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C045,M4,96S1P,96,1,25,3600,98.2998,3.1934,30.938,0.42888,98.2998,0.0,0.963724,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C046,M4,96S1P,96,1,25,0,98.2494,3.4142,29.241,0.42901,98.2494,100.0,0.963229,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C046,M4,96S1P,96,1,25,1800,98.2494,3.3042,30.141,0.42901,98.2494,50.0,0.963229,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C046,M4,96S1P,96,1,25,3600,98.2494,3.1942,31.041,0.42901,98.2494,0.0,0.963229,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C047,M4,96S1P,96,1,25,0,98.199,3.4149,29.444,0.43017,98.199,100.0,0.962735,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C047,M4,96S1P,96,1,25,1800,98.199,3.3049,30.344,0.43017,98.199,50.0,0.962735,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C047,M4,96S1P,96,1,25,3600,98.199,3.1949,31.244,0.43017,98.199,0.0,0.962735,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C048,M4,96S1P,96,1,25,0,98.1486,3.4157,29.747,0.43133,98.1486,100.0,0.962241,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C048,M4,96S1P,96,1,25,1800,98.1486,3.3057,30.647,0.43133,98.1486,50.0,0.962241,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C048,M4,96S1P,96,1,25,3600,98.1486,3.1957,31.547,0.43133,98.1486,0.0,0.962241,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,25,0,98.0688,3.4174,30.551,0.4377,98.0688,100.0,0.961459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,25,1800,98.0688,3.3074,31.451,0.4377,98.0688,50.0,0.961459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,25,3600,98.0688,3.1974,32.351,0.4377,98.0688,0.0,0.961459,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,25,0,98.1433,3.4181,30.847,0.43852,98.1433,100.0,0.962189,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,25,1800,98.1433,3.3081,31.747,0.43852,98.1433,50.0,0.962189,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,25,3600,98.1433,3.1981,32.647,0.43852,98.1433,0.0,0.962189,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,25,0,98.1125,3.4187,30.949,0.44065,98.1125,100.0,0.961887,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,25,1800,98.1125,3.3087,31.849,0.44065,98.1125,50.0,0.961887,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,25,3600,98.1125,3.1987,32.749,0.44065,98.1125,0.0,0.961887,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,25,0,98.0914,3.419,30.85,0.44174,98.0914,100.0,0.96168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,25,1800,98.0914,3.309,31.75,0.44174,98.0914,50.0,0.96168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,25,3600,98.0914,3.199,32.65,0.44174,98.0914,0.0,0.96168,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,25,0,98.0703,3.4193,30.651,0.44384,98.0703,100.0,0.961474,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,25,1800,98.0703,3.3093,31.551,0.44384,98.0703,50.0,0.961474,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,25,3600,98.0703,3.1993,32.451,0.44384,98.0703,0.0,0.961474,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
